p1_rank,p2_rank,p1_win_rate,p2_win_rate,court_type,weather,match_duration_minutes,winner,p1_id,p2_id
99,186,0.73,0.3,Indoor,N/A,54,Player 2,P1002,P1004
68,177,0.74,0.4,Outdoor,Sunny,28,Player 1,P1014,P1016
194,174,0.23,0.78,Indoor,N/A,67,Player 2,P1012,P1018
98,21,0.7,0.22,Indoor,N/A,49,Player 2,P1011,P1013
194,91,0.23,0.7,Outdoor,Windy,35,Player 2,P1012,P1011
184,69,0.4,0.49,Outdoor,Cloudy,42,Player 2,P1016,P1007
184,92,0.4,0.73,Indoor,N/A,45,Player 2,P1016,P1002
184,141,0.4,0.38,Outdoor,Cloudy,61,Player 2,P1016,P1008
194,141,0.23,0.38,Indoor,N/A,42,Player 1,P1012,P1008
89,91,0.34,0.7,Outdoor,Cloudy,64,Player 2,P1017,P1011
89,61,0.34,0.74,Indoor,N/A,45,Player 2,P1017,P1014
28,91,0.22,0.7,Outdoor,Cloudy,48,Player 1,P1013,P1011
47,177,0.58,0.4,Indoor,N/A,25,Player 1,P1006,P1016
193,21,0.3,0.22,Indoor,N/A,25,Player 2,P1004,P1013
169,92,0.74,0.73,Outdoor,Windy,40,Player 2,P1001,P1002
184,125,0.4,0.19,Outdoor,Windy,57,Player 2,P1016,P1009
125,60,0.66,0.48,Outdoor,Sunny,46,Player 2,P1010,P1005
140,69,0.43,0.49,Indoor,N/A,54,Player 1,P1015,P1007
115,118,0.36,0.66,Outdoor,Windy,71,Player 1,P1019,P1010
98,108,0.7,0.36,Outdoor,Windy,67,Player 2,P1011,P1019
194,21,0.23,0.22,Outdoor,Windy,38,Player 2,P1012,P1013
47,21,0.58,0.22,Outdoor,Cloudy,68,Player 1,P1006,P1013
47,61,0.58,0.74,Indoor,N/A,63,Player 2,P1006,P1014
193,118,0.3,0.66,Outdoor,Sunny,59,Player 2,P1004,P1010
132,187,0.19,0.23,Indoor,N/A,57,Player 1,P1009,P1012
193,118,0.3,0.66,Indoor,N/A,42,Player 2,P1004,P1010
137,60,0.67,0.48,Outdoor,Windy,53,Player 1,P1003,P1005
140,112,0.43,0.61,Outdoor,Windy,62,Player 2,P1015,P1020
184,112,0.4,0.61,Indoor,N/A,40,Player 2,P1016,P1020
99,91,0.73,0.7,Outdoor,Cloudy,67,Player 1,P1002,P1011
125,91,0.66,0.7,Outdoor,Windy,45,Player 2,P1010,P1011
67,177,0.48,0.4,Indoor,N/A,36,Player 1,P1005,P1016
115,186,0.36,0.3,Outdoor,Windy,39,Player 2,P1019,P1004
28,91,0.22,0.7,Outdoor,Sunny,37,Player 1,P1013,P1011
28,141,0.22,0.38,Indoor,N/A,28,Player 1,P1013,P1008
98,118,0.7,0.66,Outdoor,Windy,49,Player 1,P1011,P1010
115,177,0.36,0.4,Indoor,N/A,50,Player 1,P1019,P1016
98,174,0.7,0.78,Indoor,N/A,42,Player 2,P1011,P1018
28,69,0.22,0.49,Outdoor,Cloudy,45,Player 2,P1013,P1007
119,61,0.61,0.74,Indoor,N/A,57,Player 2,P1020,P1014
47,112,0.58,0.61,Indoor,N/A,54,Player 1,P1006,P1020
76,92,0.49,0.73,Indoor,N/A,69,Player 2,P1007,P1002
181,177,0.78,0.4,Outdoor,Cloudy,50,Player 1,P1018,P1016
169,174,0.74,0.78,Outdoor,Sunny,67,Player 2,P1001,P1018
184,130,0.4,0.67,Outdoor,Windy,54,Player 2,P1016,P1003
193,108,0.3,0.36,Outdoor,Windy,45,Player 1,P1004,P1019
68,130,0.74,0.67,Outdoor,Windy,60,Player 1,P1014,P1003
137,60,0.67,0.48,Indoor,N/A,44,Player 1,P1003,P1005
67,61,0.48,0.74,Indoor,N/A,69,Player 2,P1005,P1014
137,108,0.67,0.36,Outdoor,Cloudy,60,Player 1,P1003,P1019
140,61,0.43,0.74,Outdoor,Windy,58,Player 2,P1015,P1014
193,69,0.3,0.49,Indoor,N/A,49,Player 2,P1004,P1007
169,187,0.74,0.23,Outdoor,Cloudy,62,Player 1,P1001,P1012
89,60,0.34,0.48,Indoor,N/A,48,Player 2,P1017,P1005
115,61,0.36,0.74,Outdoor,Sunny,44,Player 2,P1019,P1014
193,92,0.3,0.73,Indoor,N/A,53,Player 2,P1004,P1002
137,162,0.67,0.74,Indoor,N/A,69,Player 2,P1003,P1001
89,133,0.34,0.43,Outdoor,Windy,55,Player 2,P1017,P1015
76,130,0.49,0.67,Outdoor,Windy,41,Player 1,P1007,P1003
140,40,0.43,0.58,Outdoor,Sunny,37,Player 2,P1015,P1006
68,177,0.74,0.4,Indoor,N/A,45,Player 1,P1014,P1016
119,118,0.61,0.66,Indoor,N/A,62,Player 2,P1020,P1010
76,118,0.49,0.66,Outdoor,Windy,49,Player 2,P1007,P1010
194,40,0.23,0.58,Outdoor,Cloudy,33,Player 2,P1012,P1006
148,61,0.38,0.74,Outdoor,Sunny,36,Player 2,P1008,P1014
67,186,0.48,0.3,Indoor,N/A,32,Player 1,P1005,P1004
169,82,0.74,0.34,Outdoor,Cloudy,46,Player 1,P1001,P1017
148,177,0.38,0.4,Indoor,N/A,46,Player 1,P1008,P1016
194,133,0.23,0.43,Indoor,N/A,60,Player 1,P1012,P1015
67,69,0.48,0.49,Indoor,N/A,64,Player 1,P1005,P1007
148,177,0.38,0.4,Outdoor,Cloudy,46,Player 2,P1008,P1016
181,21,0.78,0.22,Outdoor,Cloudy,35,Player 2,P1018,P1013
76,174,0.49,0.78,Indoor,N/A,39,Player 1,P1007,P1018
89,91,0.34,0.7,Outdoor,Cloudy,62,Player 1,P1017,P1011
47,177,0.58,0.4,Outdoor,Cloudy,32,Player 1,P1006,P1016
193,40,0.3,0.58,Outdoor,Cloudy,41,Player 2,P1004,P1006
184,133,0.4,0.43,Indoor,N/A,55,Player 1,P1016,P1015
68,92,0.74,0.73,Outdoor,Cloudy,57,Player 1,P1014,P1002
148,61,0.38,0.74,Outdoor,Windy,48,Player 1,P1008,P1014
140,141,0.43,0.38,Outdoor,Sunny,55,Player 2,P1015,P1008
76,130,0.49,0.67,Outdoor,Windy,59,Player 2,P1007,P1003
132,40,0.19,0.58,Indoor,N/A,53,Player 2,P1009,P1006
68,60,0.74,0.48,Outdoor,Sunny,55,Player 1,P1014,P1005
125,141,0.66,0.38,Outdoor,Cloudy,48,Player 1,P1010,P1008
28,118,0.22,0.66,Indoor,N/A,42,Player 1,P1013,P1010
137,118,0.67,0.66,Outdoor,Windy,62,Player 2,P1003,P1010
28,162,0.22,0.74,Indoor,N/A,35,Player 1,P1013,P1001
148,40,0.38,0.58,Indoor,N/A,40,Player 2,P1008,P1006
184,21,0.4,0.22,Indoor,N/A,25,Player 2,P1016,P1013
28,112,0.22,0.61,Outdoor,Sunny,55,Player 2,P1013,P1020
115,60,0.36,0.48,Indoor,N/A,44,Player 2,P1019,P1005
169,91,0.74,0.7,Indoor,N/A,53,Player 2,P1001,P1011
119,21,0.61,0.22,Outdoor,Cloudy,38,Player 2,P1020,P1013
194,69,0.23,0.49,Outdoor,Sunny,45,Player 2,P1012,P1007
115,187,0.36,0.23,Indoor,N/A,48,Player 1,P1019,P1012
47,125,0.58,0.19,Outdoor,Windy,41,Player 1,P1006,P1009
181,141,0.78,0.38,Outdoor,Windy,57,Player 1,P1018,P1008
119,118,0.61,0.66,Outdoor,Cloudy,62,Player 2,P1020,P1010
47,141,0.58,0.38,Outdoor,Windy,55,Player 1,P1006,P1008
67,82,0.48,0.34,Outdoor,Windy,55,Player 1,P1005,P1017
193,92,0.3,0.73,Outdoor,Cloudy,38,Player 2,P1004,P1002
148,125,0.38,0.19,Outdoor,Cloudy,66,Player 1,P1008,P1009
89,60,0.34,0.48,Outdoor,Sunny,59,Player 1,P1017,P1005
76,61,0.49,0.74,Indoor,N/A,48,Player 1,P1007,P1014
140,187,0.43,0.23,Outdoor,Windy,47,Player 1,P1015,P1012
194,61,0.23,0.74,Indoor,N/A,26,Player 2,P1012,P1014
28,177,0.22,0.4,Indoor,N/A,27,Player 1,P1013,P1016
119,118,0.61,0.66,Outdoor,Cloudy,54,Player 2,P1020,P1010
68,187,0.74,0.23,Outdoor,Cloudy,27,Player 1,P1014,P1012
68,186,0.74,0.3,Outdoor,Cloudy,48,Player 1,P1014,P1004
194,21,0.23,0.22,Indoor,N/A,25,Player 2,P1012,P1013
47,108,0.58,0.36,Indoor,N/A,59,Player 1,P1006,P1019
193,82,0.3,0.34,Indoor,N/A,33,Player 2,P1004,P1017
169,91,0.74,0.7,Outdoor,Sunny,38,Player 2,P1001,P1011
99,186,0.73,0.3,Outdoor,Cloudy,50,Player 2,P1002,P1004
193,60,0.3,0.48,Indoor,N/A,45,Player 2,P1004,P1005
98,69,0.7,0.49,Indoor,N/A,51,Player 2,P1011,P1007
98,177,0.7,0.4,Indoor,N/A,45,Player 1,P1011,P1016
194,91,0.23,0.7,Outdoor,Sunny,37,Player 2,P1012,P1011
140,91,0.43,0.7,Indoor,N/A,40,Player 1,P1015,P1011
89,108,0.34,0.36,Outdoor,Windy,61,Player 1,P1017,P1019
184,61,0.4,0.74,Indoor,N/A,43,Player 2,P1016,P1014
125,61,0.66,0.74,Indoor,N/A,49,Player 2,P1010,P1014
184,92,0.4,0.73,Indoor,N/A,52,Player 2,P1016,P1002
193,177,0.3,0.4,Indoor,N/A,50,Player 1,P1004,P1016
125,177,0.66,0.4,Outdoor,Windy,52,Player 1,P1010,P1016
148,125,0.38,0.19,Indoor,N/A,60,Player 2,P1008,P1009
99,21,0.73,0.22,Indoor,N/A,46,Player 1,P1002,P1013
140,61,0.43,0.74,Indoor,N/A,56,Player 2,P1015,P1014
184,141,0.4,0.38,Outdoor,Cloudy,60,Player 1,P1016,P1008
67,130,0.48,0.67,Outdoor,Cloudy,42,Player 1,P1005,P1003
194,133,0.23,0.43,Indoor,N/A,48,Player 1,P1012,P1015
68,60,0.74,0.48,Outdoor,Windy,54,Player 2,P1014,P1005
119,162,0.61,0.74,Indoor,N/A,51,Player 2,P1020,P1001
115,82,0.36,0.34,Outdoor,Cloudy,46,Player 2,P1019,P1017
68,186,0.74,0.3,Outdoor,Windy,42,Player 1,P1014,P1004
67,92,0.48,0.73,Indoor,N/A,65,Player 1,P1005,P1002
99,177,0.73,0.4,Outdoor,Windy,48,Player 1,P1002,P1016
169,108,0.74,0.36,Outdoor,Windy,57,Player 2,P1001,P1019
125,186,0.66,0.3,Indoor,N/A,52,Player 1,P1010,P1004
28,125,0.22,0.19,Outdoor,Windy,32,Player 1,P1013,P1009
181,112,0.78,0.61,Indoor,N/A,51,Player 1,P1018,P1020
169,187,0.74,0.23,Outdoor,Sunny,62,Player 1,P1001,P1012
76,133,0.49,0.43,Outdoor,Cloudy,38,Player 1,P1007,P1015
140,130,0.43,0.67,Outdoor,Cloudy,69,Player 2,P1015,P1003
194,91,0.23,0.7,Outdoor,Cloudy,43,Player 2,P1012,P1011
194,125,0.23,0.19,Outdoor,Windy,49,Player 2,P1012,P1009
125,174,0.66,0.78,Outdoor,Sunny,60,Player 1,P1010,P1018
47,60,0.58,0.48,Indoor,N/A,68,Player 1,P1006,P1005
194,118,0.23,0.66,Indoor,N/A,53,Player 2,P1012,P1010
132,108,0.19,0.36,Outdoor,Windy,61,Player 1,P1009,P1019
115,40,0.36,0.58,Outdoor,Sunny,57,Player 2,P1019,P1006
137,61,0.67,0.74,Indoor,N/A,52,Player 2,P1003,P1014
119,186,0.61,0.3,Outdoor,Cloudy,56,Player 1,P1020,P1004
137,61,0.67,0.74,Indoor,N/A,39,Player 1,P1003,P1014
98,187,0.7,0.23,Outdoor,Windy,43,Player 1,P1011,P1012
132,61,0.19,0.74,Outdoor,Windy,50,Player 2,P1009,P1014
140,108,0.43,0.36,Outdoor,Windy,47,Player 1,P1015,P1019
193,69,0.3,0.49,Indoor,N/A,33,Player 2,P1004,P1007
184,91,0.4,0.7,Outdoor,Sunny,35,Player 2,P1016,P1011
115,141,0.36,0.38,Outdoor,Windy,68,Player 2,P1019,P1008
132,174,0.19,0.78,Outdoor,Windy,59,Player 2,P1009,P1018
148,174,0.38,0.78,Outdoor,Cloudy,66,Player 1,P1008,P1018
184,61,0.4,0.74,Indoor,N/A,28,Player 2,P1016,P1014
115,125,0.36,0.19,Outdoor,Cloudy,68,Player 2,P1019,P1009
47,91,0.58,0.7,Indoor,N/A,65,Player 2,P1006,P1011
47,21,0.58,0.22,Outdoor,Windy,46,Player 1,P1006,P1013
148,92,0.38,0.73,Outdoor,Windy,41,Player 2,P1008,P1002
193,69,0.3,0.49,Outdoor,Sunny,37,Player 2,P1004,P1007
68,108,0.74,0.36,Outdoor,Cloudy,53,Player 1,P1014,P1019
67,91,0.48,0.7,Indoor,N/A,49,Player 1,P1005,P1011
181,21,0.78,0.22,Outdoor,Cloudy,36,Player 2,P1018,P1013
115,125,0.36,0.19,Indoor,N/A,63,Player 1,P1019,P1009
47,177,0.58,0.4,Indoor,N/A,25,Player 1,P1006,P1016
89,133,0.34,0.43,Outdoor,Cloudy,43,Player 2,P1017,P1015
47,174,0.58,0.78,Outdoor,Windy,26,Player 1,P1006,P1018
89,108,0.34,0.36,Indoor,N/A,57,Player 1,P1017,P1019
68,91,0.74,0.7,Outdoor,Cloudy,69,Player 1,P1014,P1011
148,40,0.38,0.58,Outdoor,Sunny,41,Player 2,P1008,P1006
140,112,0.43,0.61,Outdoor,Windy,47,Player 2,P1015,P1020
115,162,0.36,0.74,Outdoor,Sunny,47,Player 2,P1019,P1001
67,186,0.48,0.3,Outdoor,Sunny,34,Player 1,P1005,P1004
47,21,0.58,0.22,Outdoor,Sunny,45,Player 1,P1006,P1013
194,60,0.23,0.48,Indoor,N/A,46,Player 2,P1012,P1005
193,141,0.3,0.38,Outdoor,Cloudy,47,Player 2,P1004,P1008
67,125,0.48,0.19,Indoor,N/A,58,Player 2,P1005,P1009
68,118,0.74,0.66,Indoor,N/A,58,Player 1,P1014,P1010
68,187,0.74,0.23,Outdoor,Sunny,38,Player 1,P1014,P1012
89,21,0.34,0.22,Outdoor,Sunny,38,Player 2,P1017,P1013
68,174,0.74,0.78,Outdoor,Cloudy,30,Player 1,P1014,P1018
119,118,0.61,0.66,Outdoor,Windy,50,Player 1,P1020,P1010
169,82,0.74,0.34,Outdoor,Sunny,56,Player 2,P1001,P1017
184,108,0.4,0.36,Indoor,N/A,53,Player 2,P1016,P1019
184,91,0.4,0.7,Outdoor,Sunny,36,Player 2,P1016,P1011
68,108,0.74,0.36,Outdoor,Windy,54,Player 1,P1014,P1019
67,91,0.48,0.7,Outdoor,Windy,55,Player 1,P1005,P1011
184,118,0.4,0.66,Indoor,N/A,40,Player 2,P1016,P1010
67,108,0.48,0.36,Outdoor,Sunny,51,Player 1,P1005,P1019
125,92,0.66,0.73,Outdoor,Windy,43,Player 2,P1010,P1002
28,82,0.22,0.34,Outdoor,Cloudy,62,Player 1,P1013,P1017
169,21,0.74,0.22,Indoor,N/A,42,Player 2,P1001,P1013
140,130,0.43,0.67,Indoor,N/A,68,Player 2,P1015,P1003
193,177,0.3,0.4,Indoor,N/A,52,Player 1,P1004,P1016
28,187,0.22,0.23,Indoor,N/A,29,Player 1,P1013,P1012
132,174,0.19,0.78,Outdoor,Sunny,59,Player 2,P1009,P1018
98,118,0.7,0.66,Outdoor,Sunny,63,Player 2,P1011,P1010
132,82,0.19,0.34,Outdoor,Windy,47,Player 2,P1009,P1017
76,125,0.49,0.19,Indoor,N/A,64,Player 1,P1007,P1009
184,125,0.4,0.19,Outdoor,Cloudy,43,Player 2,P1016,P1009
28,60,0.22,0.48,Outdoor,Cloudy,61,Player 2,P1013,P1005
119,60,0.61,0.48,Indoor,N/A,51,Player 1,P1020,P1005
115,177,0.36,0.4,Outdoor,Sunny,59,Player 2,P1019,P1016
140,130,0.43,0.67,Indoor,N/A,54,Player 2,P1015,P1003
99,186,0.73,0.3,Outdoor,Cloudy,38,Player 1,P1002,P1004
47,60,0.58,0.48,Outdoor,Sunny,59,Player 2,P1006,P1005
194,92,0.23,0.73,Outdoor,Sunny,47,Player 2,P1012,P1002
169,177,0.74,0.4,Outdoor,Windy,59,Player 1,P1001,P1016
67,82,0.48,0.34,Outdoor,Windy,51,Player 1,P1005,P1017
125,141,0.66,0.38,Indoor,N/A,56,Player 1,P1010,P1008
28,162,0.22,0.74,Outdoor,Cloudy,25,Player 1,P1013,P1001
140,187,0.43,0.23,Outdoor,Cloudy,54,Player 1,P1015,P1012
184,174,0.4,0.78,Indoor,N/A,56,Player 2,P1016,P1018
89,133,0.34,0.43,Outdoor,Windy,58,Player 1,P1017,P1015
99,61,0.73,0.74,Outdoor,Sunny,55,Player 2,P1002,P1014
125,82,0.66,0.34,Indoor,N/A,54,Player 2,P1010,P1017
184,174,0.4,0.78,Outdoor,Cloudy,61,Player 2,P1016,P1018
98,60,0.7,0.48,Outdoor,Windy,61,Player 1,P1011,P1005
47,60,0.58,0.48,Outdoor,Sunny,55,Player 2,P1006,P1005
184,187,0.4,0.23,Indoor,N/A,71,Player 2,P1016,P1012
140,177,0.43,0.4,Outdoor,Cloudy,64,Player 1,P1015,P1016
76,60,0.49,0.48,Indoor,N/A,52,Player 1,P1007,P1005
184,82,0.4,0.34,Indoor,N/A,49,Player 2,P1016,P1017
132,112,0.19,0.61,Outdoor,Cloudy,59,Player 2,P1009,P1020
119,61,0.61,0.74,Outdoor,Cloudy,59,Player 2,P1020,P1014
28,112,0.22,0.61,Indoor,N/A,39,Player 2,P1013,P1020
119,60,0.61,0.48,Outdoor,Windy,56,Player 2,P1020,P1005
67,91,0.48,0.7,Outdoor,Sunny,55,Player 2,P1005,P1011
148,40,0.38,0.58,Indoor,N/A,37,Player 2,P1008,P1006
28,141,0.22,0.38,Outdoor,Windy,45,Player 1,P1013,P1008
137,21,0.67,0.22,Indoor,N/A,36,Player 2,P1003,P1013
137,69,0.67,0.49,Outdoor,Windy,40,Player 1,P1003,P1007
28,69,0.22,0.49,Outdoor,Windy,47,Player 1,P1013,P1007
89,21,0.34,0.22,Outdoor,Sunny,41,Player 1,P1017,P1013
184,162,0.4,0.74,Indoor,N/A,46,Player 2,P1016,P1001
181,21,0.78,0.22,Outdoor,Cloudy,36,Player 1,P1018,P1013
99,174,0.73,0.78,Indoor,N/A,59,Player 1,P1002,P1018
119,40,0.61,0.58,Indoor,N/A,41,Player 2,P1020,P1006
125,61,0.66,0.74,Indoor,N/A,61,Player 2,P1010,P1014
169,186,0.74,0.3,Outdoor,Sunny,65,Player 2,P1001,P1004
140,21,0.43,0.22,Outdoor,Cloudy,31,Player 2,P1015,P1013
194,141,0.23,0.38,Outdoor,Windy,56,Player 2,P1012,P1008
125,21,0.66,0.22,Indoor,N/A,50,Player 2,P1010,P1013
194,125,0.23,0.19,Indoor,N/A,60,Player 2,P1012,P1009
28,186,0.22,0.3,Outdoor,Windy,39,Player 2,P1013,P1004
140,112,0.43,0.61,Indoor,N/A,58,Player 2,P1015,P1020
148,186,0.38,0.3,Outdoor,Sunny,62,Player 1,P1008,P1004
181,69,0.78,0.49,Outdoor,Windy,49,Player 2,P1018,P1007
47,61,0.58,0.74,Indoor,N/A,57,Player 2,P1006,P1014
125,108,0.66,0.36,Outdoor,Sunny,64,Player 2,P1010,P1019
119,69,0.61,0.49,Outdoor,Windy,57,Player 1,P1020,P1007
67,177,0.48,0.4,Outdoor,Cloudy,33,Player 1,P1005,P1016
115,118,0.36,0.66,Outdoor,Cloudy,70,Player 1,P1019,P1010
28,112,0.22,0.61,Outdoor,Cloudy,34,Player 1,P1013,P1020
68,69,0.74,0.49,Outdoor,Sunny,52,Player 1,P1014,P1007
193,162,0.3,0.74,Indoor,N/A,48,Player 2,P1004,P1001
184,82,0.4,0.34,Indoor,N/A,42,Player 2,P1016,P1017
193,21,0.3,0.22,Outdoor,Cloudy,25,Player 2,P1004,P1013
89,69,0.34,0.49,Outdoor,Sunny,53,Player 2,P1017,P1007
132,60,0.19,0.48,Indoor,N/A,46,Player 2,P1009,P1005
148,21,0.38,0.22,Outdoor,Windy,44,Player 2,P1008,P1013
148,187,0.38,0.23,Outdoor,Windy,61,Player 1,P1008,P1012
148,91,0.38,0.7,Indoor,N/A,55,Player 2,P1008,P1011
132,21,0.19,0.22,Outdoor,Sunny,34,Player 2,P1009,P1013
67,141,0.48,0.38,Outdoor,Windy,35,Player 1,P1005,P1008
76,112,0.49,0.61,Indoor,N/A,54,Player 1,P1007,P1020
67,82,0.48,0.34,Outdoor,Windy,62,Player 1,P1005,P1017
132,112,0.19,0.61,Outdoor,Windy,59,Player 2,P1009,P1020
132,108,0.19,0.36,Indoor,N/A,46,Player 2,P1009,P1019
47,130,0.58,0.67,Indoor,N/A,56,Player 1,P1006,P1003
115,162,0.36,0.74,Outdoor,Cloudy,46,Player 2,P1019,P1001
181,125,0.78,0.19,Indoor,N/A,47,Player 1,P1018,P1009
89,177,0.34,0.4,Outdoor,Sunny,45,Player 1,P1017,P1016
89,60,0.34,0.48,Outdoor,Windy,67,Player 2,P1017,P1005
181,130,0.78,0.67,Outdoor,Sunny,52,Player 1,P1018,P1003
28,187,0.22,0.23,Outdoor,Sunny,25,Player 1,P1013,P1012
148,130,0.38,0.67,Indoor,N/A,54,Player 1,P1008,P1003
89,21,0.34,0.22,Outdoor,Cloudy,48,Player 1,P1017,P1013
169,125,0.74,0.19,Outdoor,Sunny,57,Player 1,P1001,P1009
76,112,0.49,0.61,Indoor,N/A,45,Player 2,P1007,P1020
47,108,0.58,0.36,Outdoor,Sunny,45,Player 1,P1006,P1019
98,108,0.7,0.36,Outdoor,Sunny,49,Player 1,P1011,P1019
99,177,0.73,0.4,Outdoor,Windy,43,Player 1,P1002,P1016
148,61,0.38,0.74,Indoor,N/A,40,Player 2,P1008,P1014
76,21,0.49,0.22,Outdoor,Cloudy,51,Player 2,P1007,P1013
119,187,0.61,0.23,Indoor,N/A,57,Player 1,P1020,P1012
148,92,0.38,0.73,Indoor,N/A,53,Player 2,P1008,P1002
68,186,0.74,0.3,Outdoor,Sunny,45,Player 1,P1014,P1004
140,174,0.43,0.78,Outdoor,Cloudy,58,Player 2,P1015,P1018
194,186,0.23,0.3,Indoor,N/A,66,Player 1,P1012,P1004
181,91,0.78,0.7,Outdoor,Windy,55,Player 2,P1018,P1011
137,162,0.67,0.74,Indoor,N/A,54,Player 2,P1003,P1001
28,133,0.22,0.43,Indoor,N/A,35,Player 2,P1013,P1015
184,174,0.4,0.78,Outdoor,Windy,54,Player 2,P1016,P1018
89,177,0.34,0.4,Outdoor,Sunny,46,Player 2,P1017,P1016
47,112,0.58,0.61,Outdoor,Sunny,60,Player 1,P1006,P1020
184,91,0.4,0.7,Outdoor,Windy,37,Player 1,P1016,P1011
99,130,0.73,0.67,Outdoor,Sunny,47,Player 2,P1002,P1003
115,186,0.36,0.3,Indoor,N/A,53,Player 1,P1019,P1004
99,91,0.73,0.7,Outdoor,Sunny,58,Player 2,P1002,P1011
181,177,0.78,0.4,Outdoor,Cloudy,61,Player 1,P1018,P1016
148,130,0.38,0.67,Outdoor,Cloudy,58,Player 2,P1008,P1003
76,118,0.49,0.66,Indoor,N/A,61,Player 2,P1007,P1010
76,60,0.49,0.48,Outdoor,Cloudy,46,Player 2,P1007,P1005
184,118,0.4,0.66,Indoor,N/A,45,Player 2,P1016,P1010
194,61,0.23,0.74,Outdoor,Sunny,41,Player 2,P1012,P1014
184,186,0.4,0.3,Outdoor,Windy,52,Player 1,P1016,P1004
181,69,0.78,0.49,Outdoor,Cloudy,51,Player 2,P1018,P1007
98,92,0.7,0.73,Outdoor,Sunny,50,Player 1,P1011,P1002
137,133,0.67,0.43,Outdoor,Windy,65,Player 1,P1003,P1015
193,108,0.3,0.36,Outdoor,Cloudy,49,Player 2,P1004,P1019
184,141,0.4,0.38,Outdoor,Sunny,41,Player 2,P1016,P1008
47,130,0.58,0.67,Outdoor,Windy,38,Player 1,P1006,P1003
67,61,0.48,0.74,Indoor,N/A,62,Player 2,P1005,P1014
119,92,0.61,0.73,Outdoor,Sunny,58,Player 2,P1020,P1002
193,40,0.3,0.58,Indoor,N/A,36,Player 2,P1004,P1006
76,174,0.49,0.78,Indoor,N/A,39,Player 1,P1007,P1018
184,21,0.4,0.22,Indoor,N/A,26,Player 2,P1016,P1013
67,130,0.48,0.67,Outdoor,Cloudy,60,Player 1,P1005,P1003
140,40,0.43,0.58,Indoor,N/A,54,Player 2,P1015,P1006
184,61,0.4,0.74,Indoor,N/A,28,Player 2,P1016,P1014
99,61,0.73,0.74,Indoor,N/A,49,Player 2,P1002,P1014
148,60,0.38,0.48,Indoor,N/A,40,Player 1,P1008,P1005
140,108,0.43,0.36,Outdoor,Windy,48,Player 1,P1015,P1019
137,60,0.67,0.48,Outdoor,Windy,40,Player 2,P1003,P1005
68,82,0.74,0.34,Indoor,N/A,62,Player 1,P1014,P1017
119,82,0.61,0.34,Outdoor,Cloudy,56,Player 2,P1020,P1017
119,91,0.61,0.7,Outdoor,Cloudy,51,Player 2,P1020,P1011
119,108,0.61,0.36,Outdoor,Windy,68,Player 2,P1020,P1019
115,187,0.36,0.23,Outdoor,Windy,41,Player 1,P1019,P1012
184,133,0.4,0.43,Indoor,N/A,55,Player 2,P1016,P1015
132,112,0.19,0.61,Outdoor,Windy,48,Player 2,P1009,P1020
125,177,0.66,0.4,Outdoor,Cloudy,45,Player 2,P1010,P1016
184,130,0.4,0.67,Outdoor,Sunny,52,Player 2,P1016,P1003
47,174,0.58,0.78,Outdoor,Cloudy,41,Player 1,P1006,P1018
89,61,0.34,0.74,Outdoor,Cloudy,62,Player 2,P1017,P1014
115,91,0.36,0.7,Outdoor,Windy,56,Player 2,P1019,P1011
184,21,0.4,0.22,Indoor,N/A,38,Player 2,P1016,P1013
98,108,0.7,0.36,Outdoor,Cloudy,64,Player 2,P1011,P1019
98,69,0.7,0.49,Indoor,N/A,45,Player 2,P1011,P1007
125,174,0.66,0.78,Outdoor,Sunny,61,Player 1,P1010,P1018
98,130,0.7,0.67,Indoor,N/A,66,Player 2,P1011,P1003
184,92,0.4,0.73,Outdoor,Windy,44,Player 2,P1016,P1002
148,125,0.38,0.19,Outdoor,Cloudy,62,Player 1,P1008,P1009
98,125,0.7,0.19,Outdoor,Cloudy,68,Player 1,P1011,P1009
47,187,0.58,0.23,Outdoor,Cloudy,31,Player 1,P1006,P1012
89,92,0.34,0.73,Indoor,N/A,65,Player 1,P1017,P1002
98,174,0.7,0.78,Outdoor,Cloudy,57,Player 2,P1011,P1018
137,40,0.67,0.58,Outdoor,Sunny,41,Player 2,P1003,P1006
67,174,0.48,0.78,Outdoor,Sunny,41,Player 1,P1005,P1018
67,92,0.48,0.73,Indoor,N/A,49,Player 2,P1005,P1002
99,174,0.73,0.78,Outdoor,Cloudy,38,Player 1,P1002,P1018
98,141,0.7,0.38,Indoor,N/A,41,Player 1,P1011,P1008
99,162,0.73,0.74,Outdoor,Sunny,55,Player 1,P1002,P1001
98,61,0.7,0.74,Outdoor,Sunny,58,Player 1,P1011,P1014
115,141,0.36,0.38,Outdoor,Windy,47,Player 2,P1019,P1008
125,133,0.66,0.43,Outdoor,Windy,51,Player 2,P1010,P1015
181,177,0.78,0.4,Indoor,N/A,62,Player 2,P1018,P1016
181,133,0.78,0.43,Indoor,N/A,54,Player 2,P1018,P1015
89,60,0.34,0.48,Outdoor,Cloudy,50,Player 2,P1017,P1005
47,133,0.58,0.43,Indoor,N/A,45,Player 1,P1006,P1015
99,186,0.73,0.3,Outdoor,Windy,42,Player 1,P1002,P1004
89,60,0.34,0.48,Indoor,N/A,58,Player 2,P1017,P1005
76,133,0.49,0.43,Indoor,N/A,47,Player 1,P1007,P1015
181,133,0.78,0.43,Indoor,N/A,56,Player 1,P1018,P1015
